ТИК;УИК;Число избирателей, внесенных в список;Число бюллетеней, полученных УИК;Число бюллетеней, выданных в помещении для голосования;Число бюллетеней, выданных вне помещения для голосования;Число погашенных бюллетеней;Число бюллетеней, содержащихся в переносных ящиках;Число бюллетеней, содержащихся в стационарных ящиках;Число недействительных бюллетеней;Число действительных бюллетеней;Число открепительных удостоверений, полученных УИК;Число открепительных удостоверений, выданных УИК до дня голосования;Число избирателей, проголосовавших по открепительным удостоверениям;Число неиспользованных открепительных удостоверений;Число открепительных удостоверений, выданных ТИК избирателям;Число утраченных открепительных удостоверений;Число утраченных бюллетеней;Число бюллетеней, не учтенных при получении;ТИК;УИК
район Орехово-Борисово Южное;1952;2673;2550;881;31;1638;31;881;11;901;0;0;0;0;3;0;0;0;район Орехово-Борисово Южное;1952
район Орехово-Борисово Южное;1953;2356;2250;666;40;1544;40;664;12;692;0;0;1;0;4;0;0;0;район Орехово-Борисово Южное;1953
район Орехово-Борисово Южное;1954;2339;2220;724;15;1481;15;724;14;725;0;0;0;0;2;0;0;0;район Орехово-Борисово Южное;1954
район Орехово-Борисово Южное;1955;1644;1550;533;22;995;22;533;8;547;0;0;2;0;1;0;0;0;район Орехово-Борисово Южное;1955
район Орехово-Борисово Южное;1956;2060;1900;613;27;1260;27;612;3;636;0;0;0;0;1;0;0;0;район Орехово-Борисово Южное;1956
район Орехово-Борисово Южное;1957;2229;2120;631;25;1464;25;629;9;645;0;0;4;0;2;0;0;0;район Орехово-Борисово Южное;1957
район Орехово-Борисово Южное;1958;2514;2400;669;23;1708;23;669;12;680;0;0;5;0;5;0;0;0;район Орехово-Борисово Южное;1958
район Орехово-Борисово Южное;1959;2535;2400;902;37;1461;37;901;14;924;0;0;5;0;7;0;0;0;район Орехово-Борисово Южное;1959
район Орехово-Борисово Южное;1960;2362;2250;699;33;1518;33;698;11;720;0;0;5;0;0;0;0;0;район Орехово-Борисово Южное;1960
район Орехово-Борисово Южное;1961;2311;2190;733;29;1428;29;732;12;749;0;0;1;0;4;0;0;0;район Орехово-Борисово Южное;1961
район Орехово-Борисово Южное;1962;2442;2315;718;17;1591;17;717;9;725;0;0;0;0;3;0;0;11;район Орехово-Борисово Южное;1962
район Орехово-Борисово Южное;1963;2516;2350;707;26;1617;26;706;9;723;0;0;0;0;2;0;0;0;район Орехово-Борисово Южное;1963
район Орехово-Борисово Южное;1964;2062;1960;634;33;1293;33;634;7;660;0;0;1;0;5;0;0;0;район Орехово-Борисово Южное;1964
район Орехово-Борисово Южное;1965;2301;2190;676;24;1490;24;676;11;689;0;0;1;0;6;0;0;0;район Орехово-Борисово Южное;1965
район Орехово-Борисово Южное;1966;2094;1990;673;24;1293;24;673;13;684;0;0;0;0;3;0;0;0;район Орехово-Борисово Южное;1966
район Орехово-Борисово Южное;1967;2130;2020;551;13;1456;13;551;11;553;0;0;1;0;1;0;0;0;район Орехово-Борисово Южное;1967
район Орехово-Борисово Южное;1968;2502;2380;687;37;1656;37;685;9;713;0;0;1;0;1;0;0;0;район Орехово-Борисово Южное;1968
район Орехово-Борисово Южное;1969;2661;2530;767;27;1736;27;767;10;784;0;0;0;0;4;0;0;0;район Орехово-Борисово Южное;1969
район Орехово-Борисово Южное;1970;2194;2080;648;31;1401;31;647;10;668;0;0;0;0;1;0;0;0;район Орехово-Борисово Южное;1970
район Орехово-Борисово Южное;1971;2715;2570;711;26;1833;26;711;8;729;0;0;0;0;1;0;0;0;район Орехово-Борисово Южное;1971
район Орехово-Борисово Южное;1972;2594;2470;726;49;1695;49;724;16;757;0;0;3;0;2;0;0;0;район Орехово-Борисово Южное;1972
район Орехово-Борисово Южное;1973;2518;2400;639;11;1750;11;639;12;638;0;0;0;0;3;0;0;0;район Орехово-Борисово Южное;1973
район Орехово-Борисово Южное;1974;2737;2600;807;34;1759;34;805;16;823;0;0;0;0;2;0;0;0;район Орехово-Борисово Южное;1974
район Орехово-Борисово Южное;1975;2707;2570;538;8;2024;8;538;9;537;0;0;0;0;2;0;0;0;район Орехово-Борисово Южное;1975
район Орехово-Борисово Южное;1976;2664;2530;759;39;1732;39;759;13;785;0;0;0;0;3;0;0;0;район Орехово-Борисово Южное;1976
район Орехово-Борисово Южное;1977;2620;2490;779;34;1677;34;778;14;798;0;0;0;0;4;0;0;0;район Орехово-Борисово Южное;1977
район Орехово-Борисово Южное;1978;2117;2010;478;8;1524;8;478;11;475;0;0;0;0;0;0;0;0;район Орехово-Борисово Южное;1978
район Орехово-Борисово Южное;1979;2678;2550;518;2;2030;2;518;13;507;0;0;1;0;0;0;0;0;район Орехово-Борисово Южное;1979
район Орехово-Борисово Южное;1980;2555;2430;704;20;1706;20;704;9;715;0;0;1;0;0;0;0;0;район Орехово-Борисово Южное;1980
район Орехово-Борисово Южное;1981;2709;2570;768;20;1783;20;767;6;781;0;0;0;0;0;0;0;1;район Орехово-Борисово Южное;1981
район Орехово-Борисово Южное;1982;2671;2540;760;12;1768;12;759;15;756;0;0;0;0;0;0;0;0;район Орехово-Борисово Южное;1982
район Орехово-Борисово Южное;1983;2369;2250;714;28;1508;28;713;16;725;0;0;2;0;1;0;0;0;район Орехово-Борисово Южное;1983
район Орехово-Борисово Южное;1984;2640;2510;750;21;1739;21;750;10;761;0;0;0;0;1;0;0;0;район Орехово-Борисово Южное;1984
район Царицыно;1985;2483;2240;688;53;1499;53;687;6;734;0;0;3;0;3;0;0;0;район Царицыно;1985
район Царицыно;1986;2637;2370;756;30;1584;30;756;13;773;0;0;1;0;2;0;0;0;район Царицыно;1986
район Царицыно;1987;2458;2205;789;52;1364;52;788;5;835;0;0;2;0;2;0;0;0;район Царицыно;1987
район Царицыно;1988;2526;2280;707;24;1549;24;707;9;722;0;0;0;0;2;0;0;0;район Царицыно;1988
район Царицыно;1989;2579;2320;686;31;1603;31;685;25;691;0;0;0;0;2;0;0;0;район Царицыно;1989
район Царицыно;1990;1707;1540;455;20;1063;20;455;9;466;0;0;2;0;3;0;2;0;район Царицыно;1990
район Царицыно;1991;1803;1620;494;11;1115;11;494;4;501;0;0;0;0;0;0;0;0;район Царицыно;1991
район Царицыно;1992;2030;1820;598;30;1192;30;598;13;615;0;0;1;0;0;0;0;0;район Царицыно;1992
район Царицыно;1993;2080;1870;578;25;1267;25;578;10;593;0;0;3;0;2;0;0;0;район Царицыно;1993
район Царицыно;1994;2019;1810;549;36;1225;36;549;9;576;0;0;2;0;1;0;0;0;район Царицыно;1994
район Царицыно;1995;2465;2220;676;20;1524;20;675;11;684;0;0;0;0;1;0;0;0;район Царицыно;1995
район Царицыно;1996;2331;2090;637;24;1429;24;636;9;651;0;0;0;0;0;0;0;0;район Царицыно;1996
район Царицыно;1997;2162;1950;571;45;1334;45;571;10;606;0;0;0;0;1;0;0;0;район Царицыно;1997
район Царицыно;1998;2416;2170;670;21;1479;21;669;10;680;0;0;4;0;5;0;0;0;район Царицыно;1998
район Царицыно;1999;2064;1855;538;43;1274;43;537;9;571;0;0;0;0;3;0;0;0;район Царицыно;1999
район Царицыно;2000;2016;1815;495;43;1277;43;495;12;526;0;0;0;0;3;0;0;0;район Царицыно;2000
район Царицыно;2001;2126;1920;580;34;1306;34;580;14;600;0;0;1;0;3;0;0;0;район Царицыно;2001
район Царицыно;2002;1550;1390;489;13;888;13;489;5;497;0;0;1;0;2;0;0;0;район Царицыно;2002
район Царицыно;2003;1902;1710;580;56;1074;56;577;11;622;0;0;2;0;1;0;0;0;район Царицыно;2003
район Царицыно;2004;2406;2165;684;34;1447;34;684;19;699;0;0;0;0;5;0;0;0;район Царицыно;2004
район Царицыно;2005;2340;2100;711;26;1363;26;711;11;726;0;0;1;0;1;0;0;0;район Царицыно;2005
район Царицыно;2006;2485;2240;687;52;1501;52;686;11;727;0;0;7;0;4;0;0;0;район Царицыно;2006
район Царицыно;2007;2037;1835;539;34;1262;34;539;4;569;0;0;4;0;6;0;0;0;район Царицыно;2007
район Царицыно;2008;2314;2080;605;37;1438;37;605;7;635;0;0;2;0;0;0;0;0;район Царицыно;2008
район Царицыно;2009;2377;2140;620;34;1486;34;620;8;646;0;0;1;0;1;0;0;0;район Царицыно;2009
район Царицыно;2010;2418;2170;725;32;1413;32;724;11;745;0;0;3;0;6;0;0;0;район Царицыно;2010
район Царицыно;2011;2393;2160;727;65;1368;65;727;10;782;0;0;0;0;1;0;0;0;район Царицыно;2011
район Царицыно;2012;1742;1575;495;19;1061;19;495;6;508;0;0;0;0;5;0;0;0;район Царицыно;2012
район Царицыно;2013;1598;1440;425;28;987;28;424;5;447;0;0;3;0;0;0;0;0;район Царицыно;2013
район Царицыно;2014;2618;2355;587;66;1702;66;587;9;644;0;0;0;0;2;0;0;0;район Царицыно;2014
район Царицыно;2015;1929;1740;509;31;1200;31;509;18;522;0;0;1;0;2;0;0;0;район Царицыно;2015
район Царицыно;2016;2510;2265;634;39;1592;39;634;10;663;0;0;0;0;1;0;0;0;район Царицыно;2016
район Царицыно;2017;2247;2015;595;28;1392;28;594;18;604;0;0;0;0;0;0;0;0;район Царицыно;2017
район Царицыно;3734;528;600;528;0;72;0;528;11;517;0;0;1;0;0;0;0;0;район Царицыно;3734
район Царицыно;3735;521;600;35;449;116;449;35;34;450;0;0;0;0;0;0;0;0;район Царицыно;3735
район Чертаново Северное;2018;2588;1900;874;27;999;27;874;15;886;0;0;1;0;1;0;0;0;район Чертаново Северное;2018
район Чертаново Северное;2019;2634;1900;871;26;1003;25;870;10;885;0;0;0;0;12;0;0;0;район Чертаново Северное;2019
район Чертаново Северное;2020;2359;1700;684;40;976;40;682;7;715;0;0;0;0;14;0;0;0;район Чертаново Северное;2020
район Чертаново Северное;2021;2640;1900;868;19;1013;19;868;4;883;0;0;0;0;2;0;0;0;район Чертаново Северное;2021
район Чертаново Северное;2022;2315;1700;730;29;941;29;730;14;745;0;0;1;0;0;0;0;0;район Чертаново Северное;2022
район Чертаново Северное;2023;2360;1700;795;28;877;28;794;6;816;0;0;0;0;4;0;0;0;район Чертаново Северное;2023
район Чертаново Северное;2024;2017;1500;624;17;859;16;624;6;634;0;0;0;0;1;0;0;0;район Чертаново Северное;2024
район Чертаново Северное;2025;2702;1900;880;21;999;21;880;13;888;0;0;0;0;2;0;0;0;район Чертаново Северное;2025
район Чертаново Северное;2026;2299;1700;678;16;1006;16;678;11;683;0;0;0;0;4;0;0;0;район Чертаново Северное;2026
район Чертаново Северное;2027;1984;1400;551;16;833;16;551;3;564;0;0;0;0;1;0;0;0;район Чертаново Северное;2027
район Чертаново Северное;2028;2293;1600;837;12;751;12;837;14;835;0;0;0;0;0;0;0;0;район Чертаново Северное;2028
район Чертаново Северное;2029;2481;1800;757;14;1029;14;757;21;750;0;0;0;0;3;0;0;0;район Чертаново Северное;2029
район Чертаново Северное;2030;2190;1600;666;21;913;21;664;11;674;0;0;0;0;1;0;0;0;район Чертаново Северное;2030
район Чертаново Северное;2031;2399;1700;681;25;994;25;681;7;699;0;0;0;0;1;0;0;0;район Чертаново Северное;2031
район Чертаново Северное;2032;2475;1800;739;30;1031;30;737;8;759;0;0;0;0;1;0;0;0;район Чертаново Северное;2032
район Чертаново Северное;2033;2120;1500;705;26;769;26;705;4;727;0;0;0;0;0;0;0;0;район Чертаново Северное;2033
район Чертаново Северное;2034;2154;1500;619;19;862;19;618;7;630;0;0;2;0;3;0;0;0;район Чертаново Северное;2034
район Чертаново Северное;2035;2259;1600;625;26;949;26;621;8;639;0;0;0;0;2;0;0;0;район Чертаново Северное;2035
район Чертаново Северное;2036;1750;1300;437;15;848;15;437;8;444;0;0;0;0;1;0;0;0;район Чертаново Северное;2036
район Чертаново Северное;2037;2292;1700;634;33;1033;33;634;12;655;0;0;0;0;3;0;0;0;район Чертаново Северное;2037
район Чертаново Северное;2038;1898;1400;676;35;689;35;675;10;700;0;0;0;0;1;0;0;0;район Чертаново Северное;2038
район Чертаново Северное;2039;1906;1400;591;34;775;34;591;13;612;0;0;0;0;2;0;0;0;район Чертаново Северное;2039
район Чертаново Северное;2040;1668;1200;570;25;605;25;570;7;588;0;0;0;0;0;0;0;0;район Чертаново Северное;2040
район Чертаново Северное;2041;2261;1600;722;34;844;34;722;7;749;0;0;0;0;1;0;0;0;район Чертаново Северное;2041
район Чертаново Северное;2042;2676;1900;871;38;991;38;870;5;903;0;0;0;0;0;0;0;0;район Чертаново Северное;2042
